model_name,variant,rule,oof_accuracy,oof_accuracy_delta_vs_raw_tabular,oof_changed_rows,oof_changed_pct,rescue,kill,net,pred_1_count,pred_1_rate,pred_1_rate_delta_vs_raw_tabular,test_changed_rows_vs_raw_tabular_full_fit,test_changed_pct_vs_raw_tabular_full_fit,test_pred_1_count,test_pred_1_rate,test_pred_1_rate_delta_vs_current_leader,train_survival_rate,current_leader_pred_1_rate,calibration_sanity_flag,train_changed_passenger_ids,test_changed_passenger_ids,submission_file,frozen_public_score,public_status
GradientBoostingClassifier,male_pclass1_cabin_unknown_downshift,"raw_tabular_pred == 1 and raw_plus_cabinknown_pred == 0 and Sex == ""male"" and Pclass == 1 and CabinKnown == 0",0.83165,0.004489,6,0.673401,5,1,4,288,0.323232,-0.006734,3,0.717703,138,0.330144,-0.007177,0.383838,0.337321,OK,31 35 156 296 448 794,915 1040 1215,submissions/submission_16b_gb_cabinknown_male_p1_cabin_unknown_downshift.csv,0.79904,CURRENT_PUBLIC_LEADER
